order_id,customer_address,product_list,total_price,order_date
272,"321 Elm St, Chicago, IL","Belt, Sunglasses, Jeans, T-shirt, Wallet",1844.8799999999999,2023-02-12 21:40:12
273,"147 Cherry St, Philadelphia, PA","Watch, Jacket, Belt, Jeans",1132.3899999999999,2022-01-26 00:48:11
274,"456 Oak St, San Francisco, CA","Wallet, Sneakers, Sunglasses, Hat",942.97,2022-07-10 08:23:48
275,"951 Palm St, Phoenix, AZ","Wallet, Sunglasses, Belt, T-shirt, Scarf",1022.1399999999999,2023-02-18 04:33:24
276,"987 Cedar St, Austin, TX","Jacket, Hat, Wallet",744.79,2023-01-31 12:12:44
277,"321 Walnut St, Houston, TX","Jacket, Sneakers, Belt, T-shirt",799.5400000000001,2022-08-29 21:46:32
278,"321 Elm St, Chicago, IL","Jacket, Scarf, Belt",724.29,2022-07-18 07:55:23
279,"654 Pine St, Boston, MA","Jeans, Belt, Jacket, Scarf, Watch",1282.78,2022-01-03 03:15:15
280,"321 Elm St, Chicago, IL",,687.25,2022-05-14 11:45:41
281,"798 Willow St, Atlanta, GA","Sneakers, Watch, Belt, Sunglasses",1262.21,2022-11-05 02:52:28
282,"864 Spruce St, Denver, CO","Belt, Wallet, Hat, Sunglasses, Jacket",1641.5800000000002,2023-01-16 05:17:22
283,"789 Maple St, Los Angeles, CA","Watch, Scarf, Wallet",966.49,2023-01-15 02:48:37
284,"321 Elm St, Chicago, IL","Scarf, Wallet, Belt, Hat, Jeans",1749.1699999999998,2023-02-13 19:32:14
285,"135 Aspen St, Miami, FL","Sneakers, Scarf, Watch",976.9300000000001,2023-01-03 22:25:01
286,"798 Willow St, Atlanta, GA",Scarf,266.66,2022-11-05 12:12:45
287,"321 Walnut St, Houston, TX",,1268.6200000000001,2022-03-18 19:42:07
288,"456 Oak St, San Francisco, CA",Belt,337.95,2023-01-02 10:53:38
289,"321 Walnut St, Houston, TX","Belt, Jacket",853.1,2022-09-07 19:09:37
455,"951 Palm St, Phoenix, AZ","Sneakers, Wallet, Scarf",233.8,2022-02-28 00:49:33
291,"789 Maple St, Los Angeles, CA","Sneakers, Jeans, Scarf",601.6500000000001,2022-02-21 23:53:19
292,"789 Maple St, Los Angeles, CA","Sneakers, Scarf, Sunglasses, Jeans",997.07,2022-06-22 02:02:00
293,"987 Cedar St, Austin, TX","Wallet, Hat, Scarf",918.73,2022-08-15 10:36:18
294,"951 Palm St, Phoenix, AZ","Sneakers, Wallet",860.5799999999999,2022-12-17 19:27:07
295,"369 Redwood St, Portland, OR","Sunglasses, Wallet, Jacket, Sneakers, T-shirt",1274.7,2022-11-24 03:55:25
296,"321 Elm St, Chicago, IL",Wallet,87.12,2022-02-06 04:24:51
297,"951 Palm St, Phoenix, AZ","Sneakers, Scarf, Watch",744.03,2022-06-03 15:07:20
298,"135 Aspen St, Miami, FL","T-shirt, Sneakers, Jeans, Scarf, Jacket",1172.44,2022-08-13 10:46:29
299,"147 Cherry St, Philadelphia, PA","Jeans, Belt, Watch, T-shirt",1032.5,2023-02-11 21:31:45
300,"789 Maple St, Los Angeles, CA","Hat, Jeans",518.71,2022-04-01 03:16:51
301,"456 Oak St, San Francisco, CA","Wallet, Jacket",288.68,2022-02-03 15:16:38
302,"987 Cedar St, Austin, TX",Sneakers,433.51,2022-02-26 18:53:56
303,"789 Maple St, Los Angeles, CA","Scarf, Sunglasses, T-shirt",818.61,2022-08-29 05:20:47
304,"246 Birch St, Seattle, WA","Sneakers, Jeans, Scarf, Jacket, Watch",1054.79,2023-03-05 23:51:34
305,"258 Hickory St, Dallas, TX","Sneakers, Jeans",702.09,2022-04-17 15:48:24
306,"987 Cedar St, Austin, TX","T-shirt, Watch, Jeans, Hat",889.5699999999999,2022-03-11 12:46:10
420,"987 Cedar St, Austin, TX","Hat, Jeans, Sneakers, Scarf",1087.81,2022-01-24 15:17:19
308,"864 Spruce St, Denver, CO","T-shirt, Wallet",797.09,2023-02-18 23:24:27
309,,Jacket,169.18,2022-01-08 16:22:55
310,"123 Main St, New York, NY","Watch, Sneakers, Scarf",1042.3300000000002,2022-04-30 08:00:24
311,"654 Pine St, Boston, MA","Belt, Hat",713.5,2022-12-18 00:31:09
312,"135 Aspen St, Miami, FL","Scarf, Jacket, Belt, Sunglasses",1371.42,2023-03-03 09:39:54
313,"987 Cedar St, Austin, TX",Sneakers,483.76,2022-10-23 14:14:02
314,"246 Birch St, Seattle, WA","Jeans, Scarf",365.19,2022-09-27 18:54:01
315,"147 Cherry St, Philadelphia, PA","Scarf, Hat",594.3299999999999,2022-09-25 20:30:35
316,"147 Cherry St, Philadelphia, PA","Scarf, Belt, Jeans, Hat, Wallet",1430.3400000000001,2022-05-17 19:36:24
317,"456 Oak St, San Francisco, CA","Jacket, Hat, T-shirt",411.52,2023-01-07 05:53:15
318,"321 Walnut St, Houston, TX",Belt,254.01,2022-01-23 19:46:22
319,"321 Elm St, Chicago, IL","Wallet, Scarf",712.53,2022-03-04 07:24:17
320,"987 Cedar St, Austin, TX","Belt, Sneakers",300.78000000000003,2022-01-02 20:00:10
321,"147 Cherry St, Philadelphia, PA","Watch, Belt, Sunglasses",524.6700000000001,2022-12-02 06:01:50
322,"135 Aspen St, Miami, FL","Scarf, Belt, Wallet, T-shirt",557.3199999999999,2022-03-05 15:14:29
323,"864 Spruce St, Denver, CO","Belt, T-shirt",650.6,2022-10-12 12:44:20
324,"951 Palm St, Phoenix, AZ",Belt,78.3,2022-10-27 12:16:48
325,"147 Cherry St, Philadelphia, PA","Scarf, Hat, Watch",661.65,2022-01-24 10:11:25
326,"951 Palm St, Phoenix, AZ",Belt,449.08,2022-08-02 05:40:49
327,"654 Pine St, Boston, MA",Sunglasses,439.2,2022-04-30 03:02:17
328,"135 Aspen St, Miami, FL","Wallet, Jeans, Jacket, Scarf, Sunglasses",1670.9899999999998,2022-10-29 01:19:16
329,"987 Cedar St, Austin, TX","Sneakers, Hat, Watch, Jacket, Sunglasses",1214.19,2023-02-21 03:58:37
330,"135 Aspen St, Miami, FL","Belt, Jeans",497.39,2022-08-01 21:04:18
331,"864 Spruce St, Denver, CO",Belt,374.16,2022-10-23 18:52:24
332,"147 Cherry St, Philadelphia, PA","Sneakers, Belt",564.99,2022-03-16 19:06:12
333,"789 Maple St, Los Angeles, CA","Sunglasses, Belt, Watch, Wallet, Jacket",1025.46,2022-08-09 08:54:08
334,"798 Willow St, Atlanta, GA",Belt,269.35,2022-02-18 13:56:46
335,"147 Cherry St, Philadelphia, PA","Sneakers, Jeans",770.78,2022-02-25 09:13:27
336,"987 Cedar St, Austin, TX","Sneakers, T-shirt, Jacket, Jeans, Wallet",1445.57,2022-06-20 11:27:53
337,"456 Oak St, San Francisco, CA","Jacket, Sneakers, Belt, Jeans",1069.65,2022-12-03 08:55:06
338,"135 Aspen St, Miami, FL","T-shirt, Wallet, Sneakers",706.78,2022-05-14 10:33:22
339,"321 Elm St, Chicago, IL","Sneakers, Hat",276.64,2022-07-13 23:47:38
340,"321 Walnut St, Houston, TX","Wallet, Sunglasses, Watch, Belt",953.52,2022-03-26 19:10:01
341,"135 Aspen St, Miami, FL","Watch, Sneakers, Belt, Sunglasses",1134.1100000000001,2022-01-14 09:41:49
342,"864 Spruce St, Denver, CO","Watch, Jacket",666.3199999999999,2022-02-22 08:03:12
343,"369 Redwood St, Portland, OR","Wallet, Watch, Jacket, Hat, Belt",1756.81,2022-04-04 20:11:12
344,"798 Willow St, Atlanta, GA","Scarf, Jeans, Watch, T-shirt",1144.75,2022-10-03 09:35:58
345,"258 Hickory St, Dallas, TX","Hat, Belt",617.94,2022-04-15 23:57:32
346,"246 Birch St, Seattle, WA","Watch, Scarf, Hat, Sunglasses",803.6099999999999,2022-09-29 09:05:18
347,"246 Birch St, Seattle, WA","T-shirt, Sneakers, Belt, Jeans, Wallet",1578.97,2022-03-09 14:54:07
348,"654 Pine St, Boston, MA","Sunglasses, Hat, Jeans",10000,2023-02-26 22:45:24
349,"246 Birch St, Seattle, WA","Watch, Jeans, Hat",621.67,2022-06-19 19:30:59
350,"246 Birch St, Seattle, WA","Wallet, Sunglasses",339.59,2022-01-11 05:23:11
351,"123 Main St, New York, NY","Scarf, Sneakers, Jeans, T-shirt",1473.98,2022-10-01 16:04:54
352,"123 Main St, New York, NY",Jeans,329.27,2022-03-16 09:17:43
353,"798 Willow St, Atlanta, GA","Sneakers, T-shirt, Belt",812.46,2023-02-09 08:47:54
354,"123 Main St, New York, NY","Belt, Wallet, Jacket",901.6800000000001,2022-03-18 21:58:15
355,"147 Cherry St, Philadelphia, PA","Jacket, Hat, Scarf, Jeans",820.8199999999999,2022-03-06 05:40:24
356,"798 Willow St, Atlanta, GA","Wallet, Scarf",350.76,2022-06-29 11:58:50
357,"654 Pine St, Boston, MA","Jeans, Belt",535.9,2023-02-02 14:37:46
358,"369 Redwood St, Portland, OR","Hat, Watch",636.19,2022-03-29 16:12:37
359,"147 Cherry St, Philadelphia, PA","Scarf, Hat, Jeans",1098.1799999999998,2022-04-14 12:37:47
360,"135 Aspen St, Miami, FL","Sneakers, Scarf, Hat, Jeans",1118.98,2023-03-05 02:02:52
361,"369 Redwood St, Portland, OR","Hat, Watch",469.98,2022-03-05 15:22:28
362,"987 Cedar St, Austin, TX","T-shirt, Watch, Jacket, Hat",690.7,2022-12-15 20:48:12
363,"147 Cherry St, Philadelphia, PA","Sunglasses, Watch, Sneakers",885.95,2023-02-14 12:21:10
364,"321 Elm St, Chicago, IL","Wallet, Sunglasses, Watch",810.06,2022-06-25 03:05:24
365,"123 Main St, New York, NY","Jacket, Hat",951.4300000000001,2022-03-30 20:09:42
366,"321 Elm St, Chicago, IL","Sunglasses, Sneakers, Scarf",956.69,2022-06-26 20:54:27
367,"798 Willow St, Atlanta, GA","Belt, T-shirt",723.59,2022-11-28 13:15:06
368,"147 Cherry St, Philadelphia, PA","Hat, Belt, T-shirt",413.14,2022-07-02 02:49:35
369,"864 Spruce St, Denver, CO","Wallet, Jeans, Watch, Hat, Sneakers",1213.44,2023-02-26 12:02:52
370,"864 Spruce St, Denver, CO",Scarf,73.92,2023-01-31 23:05:59
371,"864 Spruce St, Denver, CO","Sneakers, Scarf, Wallet",947.57,2023-03-08 00:54:23
372,"135 Aspen St, Miami, FL","Hat, Jeans, Jacket, Sneakers",1023.5799999999999,2023-02-28 23:02:28
373,"135 Aspen St, Miami, FL","Scarf, Hat, Jeans, Belt",912.8799999999999,2022-10-01 05:39:08
374,"789 Maple St, Los Angeles, CA","Belt, Scarf, Wallet, Sunglasses, Jacket",1098.42,2022-02-01 00:07:34
375,"321 Walnut St, Houston, TX","Jacket, Scarf, Belt, Wallet",1133.17,2022-01-02 00:10:07
376,"987 Cedar St, Austin, TX","Belt, Wallet, Jeans, T-shirt",1475.02,2022-03-28 01:23:50
377,"951 Palm St, Phoenix, AZ","Hat, Jeans",518.85,2023-02-14 00:33:29
378,"654 Pine St, Boston, MA","Jacket, Watch, Hat, Sunglasses, Jeans",808.8799999999999,2022-11-23 11:31:57
379,"321 Elm St, Chicago, IL","Wallet, Sneakers",290.87,2022-10-08 08:07:58
380,"864 Spruce St, Denver, CO","Wallet, Jacket",10000,2022-04-05 02:43:26
381,"456 Oak St, San Francisco, CA","Wallet, Sneakers, Hat, Jacket",1090.83,2022-03-17 21:58:28
382,"987 Cedar St, Austin, TX","Jacket, T-shirt, Sunglasses",10000,2022-02-14 02:06:10
383,"456 Oak St, San Francisco, CA","Scarf, Wallet, Sneakers, Jeans",1109.76,2022-04-02 14:34:43
384,"654 Pine St, Boston, MA","Jacket, Sneakers, Hat, Wallet",991.45,2023-03-01 03:24:16
385,"456 Oak St, San Francisco, CA","Hat, Jacket",226.99,2022-03-05 12:09:23
386,"147 Cherry St, Philadelphia, PA",Jeans,280.32,2023-03-11 22:09:11
387,"789 Maple St, Los Angeles, CA","Wallet, Jeans",130.52,2022-05-07 09:48:04
388,"789 Maple St, Los Angeles, CA","Watch, Jeans, Sneakers, Scarf, Sunglasses",1113.99,2022-04-22 09:13:10
389,"147 Cherry St, Philadelphia, PA","Watch, T-shirt, Hat",1302.99,2022-06-11 13:07:47
390,"798 Willow St, Atlanta, GA","Jeans, Sneakers, Scarf, Jacket",190.96999999999997,2022-07-22 21:12:28
391,"654 Pine St, Boston, MA","Jacket, Wallet",404.2,2022-02-01 14:36:45
392,"321 Walnut St, Houston, TX",Hat,424.03,2022-01-31 17:03:15
393,"987 Cedar St, Austin, TX","Belt, T-shirt, Watch",879.55,2022-05-13 20:04:23
394,,"Watch, Sneakers",374.83000000000004,2022-03-25 00:54:40
395,"147 Cherry St, Philadelphia, PA","Sunglasses, Watch, Belt, Jeans",1089.3,2022-07-27 02:28:08
396,"258 Hickory St, Dallas, TX","Jeans, Jacket",735.72,2022-08-08 19:12:13
397,"321 Elm St, Chicago, IL","Jeans, Hat",265.95,2022-09-06 06:51:15
398,"654 Pine St, Boston, MA","Belt, T-shirt",350.3,2022-04-05 15:16:12
399,"654 Pine St, Boston, MA",Sunglasses,353.43,2023-02-25 05:14:43
400,"321 Walnut St, Houston, TX","Jacket, Watch, Sneakers, Jeans",1178.7,2022-10-25 16:42:50
401,"987 Cedar St, Austin, TX","Belt, Watch, Hat, Sunglasses, Jeans",1629.02,2022-03-06 05:31:43
402,"987 Cedar St, Austin, TX","Sneakers, Sunglasses, Jacket, Jeans",344.11,2023-02-10 12:06:50
403,"987 Cedar St, Austin, TX","T-shirt, Jeans, Belt, Scarf, Watch",1759.08,2022-11-04 10:30:49
404,"135 Aspen St, Miami, FL","Watch, Jacket",532.7,2023-02-13 01:57:49
405,"321 Walnut St, Houston, TX","T-shirt, Belt, Jeans",937.9,2022-11-19 06:40:54
406,"135 Aspen St, Miami, FL","Belt, Sunglasses, Jeans",1178.71,2022-11-07 20:44:53
407,"864 Spruce St, Denver, CO","Watch, Scarf, Jeans, Sneakers, Belt",1028.5,2022-11-01 05:27:28
408,"864 Spruce St, Denver, CO","Watch, Sunglasses",384.89,2022-03-29 02:44:59
409,"654 Pine St, Boston, MA","Sneakers, Jeans, Belt, Jacket, Watch",787.8299999999999,2022-08-22 03:15:30
410,"147 Cherry St, Philadelphia, PA",Wallet,419.47,2022-05-19 16:52:39
411,"951 Palm St, Phoenix, AZ",Jeans,457.55,2022-01-14 21:00:39
412,"987 Cedar St, Austin, TX","Belt, Hat",257.43,2023-01-01 14:58:35
413,"147 Cherry St, Philadelphia, PA",Scarf,277.55,2022-02-23 20:34:15
414,"147 Cherry St, Philadelphia, PA","Sunglasses, Jacket, Watch",1013.51,2022-04-28 07:29:56
415,"987 Cedar St, Austin, TX","Scarf, Belt, Wallet, Watch",902.96,2022-12-28 12:40:36
416,"798 Willow St, Atlanta, GA","Sneakers, Wallet, Belt, Jacket",539.0699999999999,2022-05-31 23:52:33
417,"951 Palm St, Phoenix, AZ","Sunglasses, Scarf, Wallet, Watch",892.74,2022-02-17 05:43:32
418,"321 Elm St, Chicago, IL","Jeans, Scarf, Sunglasses, Hat",1385.5700000000002,2023-01-11 02:03:57
419,"258 Hickory St, Dallas, TX","Belt, Sunglasses",441.96,2022-08-14 13:53:46
420,"864 Spruce St, Denver, CO","T-shirt, Hat, Jacket",594.3,2022-01-22 17:47:21
421,"321 Elm St, Chicago, IL","Jacket, Sneakers",715.47,2022-06-10 10:31:26
422,"456 Oak St, San Francisco, CA",,784.31,2023-02-22 02:38:28
423,"951 Palm St, Phoenix, AZ","Jacket, Watch, Sunglasses, Belt",1210.5,2022-08-07 08:27:28
424,"147 Cherry St, Philadelphia, PA","Watch, T-shirt, Sneakers",808.3199999999999,2023-01-07 07:20:00
425,"369 Redwood St, Portland, OR","T-shirt, Jacket",495.16,2022-11-27 17:11:43
426,"369 Redwood St, Portland, OR","Belt, Jacket, Wallet, Sneakers",1283.67,2022-01-08 16:35:08
427,"369 Redwood St, Portland, OR","Jeans, Hat, Sneakers, Wallet",1022.5600000000001,2022-12-25 11:28:32
428,"369 Redwood St, Portland, OR","Jacket, Scarf, T-shirt, Belt",1348.23,2022-01-05 04:10:32
429,"147 Cherry St, Philadelphia, PA","Jeans, Scarf",186.28,2022-05-29 07:39:21
430,"321 Walnut St, Houston, TX","Jeans, Hat, Belt, Scarf",958.5600000000001,2022-06-21 12:27:17
431,"147 Cherry St, Philadelphia, PA","Watch, Scarf, Belt, Sneakers",618.5500000000001,2022-04-24 19:23:20
432,"258 Hickory St, Dallas, TX","Scarf, Wallet, Watch, Jeans",1171.08,2022-01-17 04:05:36
433,"951 Palm St, Phoenix, AZ","Sunglasses, Wallet, Sneakers",914.25,2023-02-03 19:57:36
434,"789 Maple St, Los Angeles, CA","Sunglasses, Sneakers",523.99,2022-04-12 13:03:45
435,"135 Aspen St, Miami, FL",Hat,82.75,2022-09-29 03:16:16
436,"321 Elm St, Chicago, IL","Hat, Jacket",782.63,2023-01-31 20:05:06
437,,Wallet,326.61,2022-02-28 03:20:32
438,"123 Main St, New York, NY","Hat, Scarf, Jacket, Wallet, Watch",933.02,2022-11-06 19:50:03
439,"123 Main St, New York, NY",Sneakers,111.78,2023-02-17 05:30:37
440,"789 Maple St, Los Angeles, CA","Jeans, Jacket, Wallet, T-shirt",699.04,2022-05-23 16:18:27
441,"987 Cedar St, Austin, TX","Sneakers, T-shirt, Scarf, Jacket",1023.7,2022-11-03 19:10:56
442,"798 Willow St, Atlanta, GA","Watch, Hat, Jeans, Wallet, Sneakers",1493.38,2022-10-27 04:44:08
443,"369 Redwood St, Portland, OR","Hat, Watch, T-shirt, Jeans",1152.04,2022-11-25 14:26:52
444,"135 Aspen St, Miami, FL","Belt, Jacket, Watch, Jeans",858.36,2022-02-19 21:40:48
445,"864 Spruce St, Denver, CO","Sneakers, Hat, Sunglasses, Scarf, T-shirt",1433.3,2022-11-23 19:33:29
446,,"Sneakers, Jeans, T-shirt, Belt",1307.81,2022-02-07 17:59:44
447,"798 Willow St, Atlanta, GA","Jeans, Belt, Jacket",645.19,2022-10-25 15:11:22
448,"123 Main St, New York, NY","Sunglasses, Scarf, Belt, Jeans",1412.07,2022-11-03 05:18:00
449,"123 Main St, New York, NY",T-shirt,490.78,2023-01-19 20:13:09
450,"951 Palm St, Phoenix, AZ","Jeans, Scarf, T-shirt, Belt",954.75,2022-03-20 05:19:20
451,"246 Birch St, Seattle, WA","T-shirt, Scarf, Sneakers, Wallet, Sunglasses",1370.84,2022-08-12 22:49:03
452,"369 Redwood St, Portland, OR","Wallet, Jeans, T-shirt",865.3,2022-03-25 21:52:54
453,"654 Pine St, Boston, MA","Watch, T-shirt, Belt, Sunglasses, Wallet",1562.88,2022-10-16 04:42:27
454,"456 Oak St, San Francisco, CA","Watch, T-shirt, Wallet",421.42999999999995,2022-08-17 07:53:23
455,"951 Palm St, Phoenix, AZ","Sunglasses, Wallet",356.44,2022-11-02 15:31:41
456,"246 Birch St, Seattle, WA","Watch, Sunglasses, T-shirt",904.38,2022-09-19 11:51:46
457,"321 Walnut St, Houston, TX","Belt, Jeans",441.52,2023-02-04 22:37:23
567,"147 Cherry St, Philadelphia, PA","Wallet, Watch, T-shirt, Jeans, Hat",1244.87,2022-01-24 07:39:51
459,"798 Willow St, Atlanta, GA","Sunglasses, Wallet, Scarf, Jeans",978.3700000000001,2023-03-03 12:01:39
460,"789 Maple St, Los Angeles, CA",Watch,392.63,2022-01-07 18:52:04
461,"321 Walnut St, Houston, TX","Scarf, Belt, Jacket, Hat",713.18,2022-08-29 05:42:11
462,"951 Palm St, Phoenix, AZ","Hat, Belt, Sneakers",821.65,2023-02-28 06:22:40
463,"864 Spruce St, Denver, CO","Hat, T-shirt, Sunglasses, Belt, Wallet",1251.04,2023-02-22 15:40:03
464,"321 Walnut St, Houston, TX",Jacket,60.26,2022-09-02 10:50:37
465,"258 Hickory St, Dallas, TX","Watch, Jeans, Wallet, Jacket",1379.95,2022-12-31 23:57:07
466,"456 Oak St, San Francisco, CA",Watch,69.23,2022-09-25 01:26:35
467,"369 Redwood St, Portland, OR","Hat, Sunglasses",736.13,2022-07-26 18:08:14
468,"456 Oak St, San Francisco, CA","Sunglasses, Sneakers, Wallet",1023.93,2022-03-17 04:42:53
469,"456 Oak St, San Francisco, CA","Scarf, Wallet, Sunglasses",676.0699999999999,2022-06-06 13:57:43
470,"456 Oak St, San Francisco, CA","Jeans, Sunglasses",271.55,2022-01-06 13:26:09
471,"864 Spruce St, Denver, CO","Belt, Hat",403.14,2022-10-23 06:29:45
472,"951 Palm St, Phoenix, AZ","Wallet, Scarf, Sneakers, Watch",720.48,2023-01-10 18:23:35
473,"798 Willow St, Atlanta, GA","T-shirt, Belt, Scarf, Jeans",1143.01,2022-01-29 23:43:15
474,"456 Oak St, San Francisco, CA","Watch, T-shirt, Jeans",945.4200000000001,2022-04-25 07:23:09
475,"321 Elm St, Chicago, IL","Jeans, Hat, Belt",327.48,2022-08-23 18:58:39
476,"135 Aspen St, Miami, FL","Jeans, Scarf",405.41999999999996,2022-11-11 10:15:57
477,"789 Maple St, Los Angeles, CA","Watch, Jacket, Jeans, Sunglasses",1394.88,2022-02-10 23:18:45
478,"951 Palm St, Phoenix, AZ","T-shirt, Jacket",673.31,2022-08-03 13:29:06
479,"321 Elm St, Chicago, IL","Jacket, Wallet, Jeans, Sneakers, T-shirt",1068.35,2022-07-22 23:16:35
480,"987 Cedar St, Austin, TX",T-shirt,475.8,2022-06-17 17:37:19
481,"789 Maple St, Los Angeles, CA","Sunglasses, Watch, Scarf, Jeans, Hat",1058.9900000000002,2022-02-03 09:46:39
482,"123 Main St, New York, NY","T-shirt, Jeans, Wallet",504.02,2022-01-15 03:31:01
483,"135 Aspen St, Miami, FL",Sunglasses,425.15,2023-02-13 05:34:44
484,"654 Pine St, Boston, MA",Belt,98.0,2023-02-26 07:15:04
485,"654 Pine St, Boston, MA","Wallet, Watch, Jacket, Sunglasses",1104.63,2022-09-04 17:05:46
486,"654 Pine St, Boston, MA","T-shirt, Watch, Sneakers",1052.65,2022-08-31 14:10:18
487,"135 Aspen St, Miami, FL",Sneakers,347.25,2023-02-04 01:08:08
488,"456 Oak St, San Francisco, CA","Scarf, Hat, Wallet",736.8199999999999,2022-12-26 01:55:39
489,"123 Main St, New York, NY","Wallet, Sunglasses",744.78,2022-05-17 19:20:36
490,"789 Maple St, Los Angeles, CA","Scarf, Sneakers, T-shirt, Watch",1365.34,2022-11-06 15:04:37
491,,"T-shirt, Wallet",865.31,2022-06-04 10:30:30
492,"246 Birch St, Seattle, WA","Sunglasses, Scarf, Belt, Sneakers, Jacket",1139.97,2023-03-08 06:07:42
493,"135 Aspen St, Miami, FL","Watch, Belt, Sneakers",500.0,2023-03-04 21:12:31
494,"246 Birch St, Seattle, WA","Sunglasses, Belt, Scarf, T-shirt, Watch",1120.72,2022-02-07 08:32:28
495,"864 Spruce St, Denver, CO","Hat, T-shirt, Wallet, Sunglasses, Jacket",939.18,2022-01-14 00:01:58
496,"369 Redwood St, Portland, OR","Hat, Scarf",380.14,2023-03-10 18:31:48
497,"951 Palm St, Phoenix, AZ",Jeans,434.02,2022-05-31 00:46:51
498,"789 Maple St, Los Angeles, CA","T-shirt, Belt, Hat, Sunglasses",1155.2,2022-11-08 11:52:46
499,"321 Elm St, Chicago, IL","Jeans, Watch, Wallet",883.1800000000001,2022-01-02 19:10:29
500,"864 Spruce St, Denver, CO","Hat, Watch, Belt",567.62,2022-08-16 06:15:38
501,"135 Aspen St, Miami, FL","Jeans, Sunglasses, Wallet",10000,2022-07-18 08:34:05
502,"798 Willow St, Atlanta, GA",T-shirt,26.08,2022-01-24 05:06:44
503,"321 Elm St, Chicago, IL","Belt, Watch, Hat, Sneakers, Jacket",1994.5100000000002,2022-11-27 08:37:30
504,"321 Walnut St, Houston, TX","Sunglasses, Belt, T-shirt, Jeans",875.04,2022-04-11 16:13:53
505,"258 Hickory St, Dallas, TX","Sunglasses, T-shirt",783.0699999999999,2022-11-17 17:25:55
506,"123 Main St, New York, NY",Watch,472.64,2022-11-25 16:54:26
507,"321 Elm St, Chicago, IL","Jeans, Sneakers",159.78,2022-06-15 02:27:39
508,"654 Pine St, Boston, MA","Watch, Scarf, Belt",918.94,2022-06-17 20:16:10
509,"321 Elm St, Chicago, IL",Jeans,383.03,2022-09-24 03:44:01
510,"147 Cherry St, Philadelphia, PA",Hat,153.45,2022-11-04 10:43:19
511,"123 Main St, New York, NY","Jeans, Jacket",10000,2022-06-22 04:21:43
512,"321 Walnut St, Houston, TX","T-shirt, Belt",301.17999999999995,2022-10-02 21:32:11
513,"258 Hickory St, Dallas, TX","T-shirt, Wallet",605.36,2022-10-12 12:12:21
514,"789 Maple St, Los Angeles, CA","Jeans, Jacket, Sunglasses, Wallet, Scarf",937.65,2022-07-13 19:33:55
515,"987 Cedar St, Austin, TX","Sunglasses, Hat, T-shirt, Jeans, Watch",1301.53,2022-12-27 18:37:11
516,"147 Cherry St, Philadelphia, PA","Scarf, Sneakers, Watch",826.1199999999999,2022-03-05 03:53:40
517,"864 Spruce St, Denver, CO","Belt, Watch",546.01,2022-06-13 06:11:11
518,"456 Oak St, San Francisco, CA","Watch, Jacket",867.6199999999999,2022-06-14 11:11:16
519,"654 Pine St, Boston, MA","T-shirt, Wallet",450.48,2023-03-06 12:57:48
520,"135 Aspen St, Miami, FL","Scarf, Hat, Jeans",633.92,2023-03-01 22:39:04
521,"369 Redwood St, Portland, OR","Sneakers, T-shirt, Jeans",682.8100000000001,2023-02-07 22:18:51
522,"321 Elm St, Chicago, IL",Scarf,368.83,2022-11-26 23:13:28
523,"369 Redwood St, Portland, OR","Scarf, Wallet, Sunglasses",1139.19,2022-04-15 17:57:58
524,"987 Cedar St, Austin, TX",T-shirt,238.65,2022-10-25 16:17:21
525,"135 Aspen St, Miami, FL","Watch, Sunglasses",450.27,2022-08-19 21:55:21
526,"135 Aspen St, Miami, FL","Jacket, Watch, T-shirt, Wallet",879.7,2023-02-08 13:05:40
527,"456 Oak St, San Francisco, CA","T-shirt, Wallet, Sunglasses, Watch, Belt",1098.69,2023-02-02 06:26:17
528,"987 Cedar St, Austin, TX","Scarf, T-shirt, Jacket, Sunglasses, Hat",1239.5,2022-03-24 05:39:03
529,"135 Aspen St, Miami, FL",T-shirt,348.7,2022-04-08 00:55:13
530,"951 Palm St, Phoenix, AZ","Belt, Wallet",297.71000000000004,2022-06-04 02:11:37
531,"654 Pine St, Boston, MA",T-shirt,283.23,2022-10-02 01:30:05
532,"258 Hickory St, Dallas, TX","Sneakers, T-shirt, Belt, Sunglasses",1455.99,2022-04-23 13:15:15
533,"246 Birch St, Seattle, WA","Hat, Belt, Jacket, Wallet, Sneakers",1211.37,2022-01-07 08:15:44
534,"798 Willow St, Atlanta, GA","Hat, Sunglasses, Jeans, Belt",827.7900000000001,2022-04-21 20:50:58
535,"789 Maple St, Los Angeles, CA","Jeans, Sneakers, Hat, Scarf",1520.5500000000002,2022-01-18 03:56:43
536,"135 Aspen St, Miami, FL","Belt, Sneakers, T-shirt, Scarf",1402.23,2022-04-28 13:29:13
537,"258 Hickory St, Dallas, TX","Belt, Wallet, Sneakers, Jacket, Sunglasses",1009.3299999999999,2022-03-31 12:12:50
538,"456 Oak St, San Francisco, CA","Watch, Jacket",563.8,2022-09-25 19:44:55
539,"654 Pine St, Boston, MA","Jacket, Hat, Jeans, Wallet",1595.21,2023-02-04 12:19:59
540,"258 Hickory St, Dallas, TX","Sneakers, Belt",502.08,2022-06-01 10:29:23
541,"147 Cherry St, Philadelphia, PA","Belt, Hat, Jeans, Watch, Sunglasses",1513.78,2022-03-06 23:27:35
542,"864 Spruce St, Denver, CO","T-shirt, Jeans, Sneakers, Scarf",1098.83,2023-01-02 03:25:11
